url,tweet_id,tweet,name,username,fromDate,toDate
https://twitter.com/i/web/status/559699966499639296,559699966499639296,AirAsia Indonesia Flight QZ8501 UPDATE (as of 26th January 2015 8:00 PM (GMT+7) http://t.co/6DqSUojB6o,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559655845365952514,559655845365952514,"@AaronElill Hi, could you elaborate further please? Thank you",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559649977408843776,559649977408843776,"@delrio_mirta Hi, we've escalated to the Customer Care Team. They will update you accordingly. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559649947524423681,559649947524423681,"@ErinLMarie hi there, could you please share with us a screenshot of this eDM via DM? Thanks",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559638620659675138,559638620659675138,"@ShahAbdHafiz It means gate/aircraft door closes at 4pm, no more boarding after 4pm. Best is to be at the gate before that.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559637238561001473,559637238561001473,"@rajasakinah Noted, it's HH3I5H with letter ""I"", not the number ""1"". Our Customer Care team @askairasia will assist you accordingly.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559632751096107008,559632751096107008,@YusefDanet Thanks for highlighting this. We'll forward this to the right team.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559631343324119040,559631343324119040,@rajasakinah 2/2 Please share your details with our Customer Care team @askairasia for further assistance.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559631329218670592,559631329218670592,@rajasakinah 1/2 The booking number is referring to the already departed flight.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559630760798208001,559630760798208001,"@HarithAzami Hi, it takes awhile for the status to reflect in the system. Pls let us know if it's still the same. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559630357201297409,559630357201297409,"@ananta_naufal We've checked the system,our team has tried contacting u but to no avail.Mind sending us DM your alternative contact no.? Thx",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559629544089329664,559629544089329664,"@rajasakinah We've checked, it was a past flight.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559628031430381568,559628031430381568,@rajasakinah We've checked and was unable to retrieve the booking. Could you please confirm the booking number once again? Thank you.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559615415660208128,559615415660208128,@YusefDanet Would you mind sharing with us so we can get out team to look into it? Appreciate it.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559612844958687232,559612844958687232,@YusefDanet No worries.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559612584156880896,559612584156880896,@YusefDanet We've tried and it works fine on our end. Date 8th Feb 2015 KUL-CMB. Mind trying again? Thank you. http://t.co/6uAdAq5l5C,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559610213473746945,559610213473746945,"@YusefDanet Hi, please note that we only fly to Colombo from KUL 4x weekly (Tue, Thu, Fri &amp; Sun). Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559606922270109696,559606922270109696,"@MuKerozz Hi, we've checked and your booking has been reinstated. Pls let us know if the condition still persists. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559566045682221057,559566045682221057,@witch0211 You may tweet our Customer Care @askairasia for prompt assistance on this matter. Thank you.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559560669960208384,559560669960208384,"@nazmah90 Sure, will notify the team. Appreciate your patience.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559558773350473730,559558773350473730,"@chidanivkh Hi, did you manage to capture the booking number? Let us know. Thanks.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559558609814552577,559558609814552577,@nazmah90 We've checked and the new flight time is 10:30am. Please be sure to let us know should you require further assistance. Thank you.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559558126114844673,559558126114844673,"@ooisaywei Hi, there're 3 channels to contact us, e-Form http://t.co/yM4Ohmcj4G / LiveChat http://t.co/YuMl7gGGvr and tweet @askairasia Thx",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559557920367460352,559557920367460352,"@rbima Hey there, may we check if the condition still persists? Let us know!",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559557555525922816,559557555525922816,"@Joey5026 Yes, change will incur a fee. More about it here http://t.co/GLdl8mIr3R Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559555626192220160,559555626192220160,"@Mirna_ElMandy Yes, please refer to this link for more info. Thank you. http://t.co/2nnkPGvOHb",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559553945924665346,559553945924665346,@nazmah90 How can we assist you?,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559553786851500033,559553786851500033,"@naythunhong Hi, it will be applicable to all #AirAsia flights booked from 26 January 2015 onwards.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559548396596256768,559548396596256768,@wozniak_jacek Mind sharing your booking number with us? We'll assist to escalate to the team.,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559548202974584832,559548202974584832,"@emilychiewpc Noted, we've notified to pre-flight team. They'll update you accordingly. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559547903346098178,559547903346098178,[NOTICE]: #AirAsia will be abolishing fuel surcharge effective 26 Jan 2015 across all of its airlines in the group. http://t.co/j364FDXkgK,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559545463003545600,559545463003545600,"@khairulhjhood Hi Khairul, please tweet @myBIGShots for assistance on this matter. They'll be able to help you. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559545183922954241,559545183922954241,@jerreiting You may change your flight date via Manage My Booking if your flight is more than 48 hours from now. Hope this clarifies. Thanks,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559544969677922304,559544969677922304,"@Physicfen Once booking is confirmed, it can't be cancelled &amp; payment made is not refundable. Details here http://t.co/ltAeaUazzG Thanks.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559544585894903808,559544585894903808,"@acidtuner Hi, mind sharing your booking number? So we can further advise. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559544250375745537,559544250375745537,"@syamrooz Hi, please fill out our e-Form http://t.co/yM4Ohmcj4G for name corrections &amp; do attach the Passport copy for verification. Thanks.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559542402843549697,559542402843549697,"@ozbbsj Please accept our apology, the team has been notified to be in touch with you. Appreciate your patience.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559350982220333056,559350982220333056,"AirAsia Indonesia Flight QZ8501 UPDATE (as of 25th January 2015 9:00 PM (GMT+7)
http://t.co/GKnUokK8xk",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/559218152857276418,559218152857276418,"@nicolefode Hi, please drop us a DM. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558972224917368832,558972224917368832,AirAsia Indonesia Flight QZ8501 UPDATE (as of 24th January 2015 8:00 PM (GMT+7) http://t.co/dbpRyOufAw,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558612084837978113,558612084837978113,AirAsia Indonesia Flight QZ8501 UPDATE (as of 23rd January 2015 8:00 PM (GMT+7) http://t.co/jSDbcIGWWW,airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558563706036961284,558563706036961284,"@bradhog Hi, apologize for the late reply, Kindly note that we have escalated to the team, will revert to you soonest. TQ @askairasia",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558562994028687361,558562994028687361,"@richardo_139 Hi, have you checked your spam/junk folder? Maybe you might find the eform CAS number there. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558555980628099072,558555980628099072,"@rahmatsemesta Hi, kindly note that change of passenger is not allowed. Kindly contact @askairasia for further assistance. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558555806321217536,558555806321217536,"@yhenza8623 Hi, apologize that we do not quite understand. Yes we have flight from Manila-Tacloban, have you booked your flight? Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558554948594438145,558554948594438145,"@dhairya2184 Hi, sorry for the inconvenience experience, kindly note that we have escalated the case to the team&amp;will revert to u soonest.TQ",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558544387794153472,558544387794153472,"@kunudekytoxo Hi, kindly note that this is not true. Hope this clarifies, thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558543994917908480,558543994917908480,"@NickyH1980 Hi, could you please share your booking number? Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558542991350984704,558542991350984704,"@richardo_139 Hi, could you please share your booking number so we can have a check with the team? Thank you. @AirAsiaId",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558542680766963712,558542680766963712,"@emilychiewpc Hi, sorry for the inconvenience experience, could you please share your booking number so we can check with the team? TQ",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558542421990969346,558542421990969346,"@citra_pratiwi Hi, can we check if you have make lost report at Lost &amp; Found Counter? Thank you. @AirAsiaId",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558542136476303360,558542136476303360,"@dreamyfen Hi, have you checked your spam/junk folder? Maybe you might find your itinerary there. Hope this helps, thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558541705008263168,558541705008263168,"@sheerlockhomes Hi, you may change your passport details via Web Check-in, hope this helps, thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558541491153289216,558541491153289216,"@BonaErwin Hi, sorry for the experience, kindly write us an eform http://t.co/yM4Ohmcj4G to explain further , our team will look into it. TQ",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558540536865247232,558540536865247232,"@NgWanjun Hi, let us have a check with the team, will revert to you on the updates soonest. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558539676647030784,558539676647030784,"@AnaJcksn Hi, sorry for the inconvenience experience, can we know if your friend has reported at Lost &amp; Found Counter? Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558529783558971393,558529783558971393,"@WahyonoKun Hi, apologize for the inconvenience experience, could you please share your booking so we can have a check. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558529620736090112,558529620736090112,"@NgWanjun Hi, kindly retrieve your booking at Manage My Booking and proceed to make payment. Hope this helps, thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558512088004321280,558512088004321280,"@ema_minsantos77 Hi, kindly note that your booking T5FMHB has been updated. Could you please try to proceed to web check in? Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558511282651811840,558511282651811840,"@icejenny Hi, kindly try again by entering your email address @ https://t.co/UWI3odsEPF. Thank you. @askairasia",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558510448664780800,558510448664780800,"@anivojLo Hi, could you please share the screenshot of the error message so we can have a check? Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558462057406685184,558462057406685184,"@fatinfzi Hi, you may change your flight via Manage My Booking. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558461577045618688,558461577045618688,"@AmandaChinTsai Hi,sorry for the inconvenience,pls write us an eform http://t.co/yM4Ohmcj4G to lodge yr feedback for better understanding.TQ",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558460839435325441,558460839435325441,"@domitillem123 Hi, kindly contact @askairasia for further assistance. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
https://twitter.com/i/web/status/558460737668931584,558460737668931584,"@Juanps_Gomez Hi, kindly write us an eform http://t.co/yM4Ohmcj4G &amp; attach your passport photocopy for the correction. Thank you.",airasia,airasia,2014-12-29T00:00:00-07:00,2015-01-27T00:00:00-07:00
